"","companyName","marketcap","week52high","week52low","week52highSplitAdjustOnly","week52lowSplitAdjustOnly","week52change","sharesOutstanding","float","avg10Volume","avg30Volume","day200MovingAvg","day50MovingAvg","employees","ttmEPS","ttmDividendRate","dividendYield","nextDividendDate","exDividendDate","nextEarningsDate","peRatio","beta","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","symbol"
"1","American Airlines Group Inc",9101224840,26.09,12.44,26.09,12.44,-0.400085579803167,649160117,0,74613594,51812015,18.6,16.56,2018,-3.09,0,0,NA,NA,2022-04-21,-4.56659550443552,1.59531833145351,-0.396688240154227,-0.670244893735123,0.0423791821561339,-0.400085579803167,-0.219376391982183,-0.260158311345646,-0.221543586896169,-0.203861442362294,-0.250668091929449,-0.0390678546949966,"AAL"
"2","Applied Optoelectronics Inc",94903290,9.25,3.34,9.25,3.34,-0.614525139664804,27508200,0,255313,466099,5.73,3.85,2682,-2.01,0,0,NA,NA,2022-05-05,-1.75221169823862,1.1038043342874,-0.653614457831325,-0.932246661429694,-0.392605633802817,-0.614525139664804,-0.328793774319066,-0.535666218034993,-0.403114186851211,-0.0944881889763779,-0.122137404580153,0.0117302052785924,"AAOI"
"3","AAON Inc.",2828178589,83.79,52.55,83.79,52.55,-0.27697576042436,52529320,0,212029,244929,69.12,58.96,2268,1.09,0.379539461485445,0.00704939564423189,NA,2021-11-24,2022-05-05,48.132655788148,0.825741022119545,6.85801856500671,0.574609710873113,0.319860169346101,-0.27697576042436,-0.32217046455999,-0.170573219559313,-0.328510850586181,-0.0837304288631722,-0.078397808969531,-0.00883652430044179,"AAON"
"4","Apple Inc",2525107105930,182.71,118.16,182.94,118.86,0.286041878437334,16319441000,0,100858960,90441739,159.65,166.54,147000,6.02,0.878191422168818,0.00567563770547933,NA,2022-02-04,2022-04-28,25.1117011180946,1.25973751502797,58.6376951243014,3.71125915731398,1.52759477459435,0.286041878437334,-0.127515378295641,0.0415068024738226,-0.136655884862157,-0.0824833965844403,-0.10103416221241,-0.0517251945823374,"AAPL"
"5","Atlas Air Worldwide Holdings Inc.",2353613834,97.13,53.36,97.13,53.36,0.34550282110853,29028291,0,640121,755154,82.43,78.79,4061,16.15,0,0,NA,NA,2022-05-05,4.7709968119485,0.956351471775928,0.822022471910112,0.493186003683241,3.93938470910752,0.34550282110853,-0.138546536336592,0.0953796271278034,-0.0701834862385322,0.0608399842993588,0.0360337337081522,-0.0155415250121418,"AAWW"
"6","Ameris Bancorp",3331252111,59.33,43.92,59.85,43.92,-0.128016195808787,69676890,0,586119,424186,50.5,49.02,2671,5.4,0.597365704723639,0.012494576547242,NA,2021-12-30,NA,8.83825209239267,1.11367695888859,0.956307362442663,0.115718776326506,1.05737941243551,-0.128016195808787,-0.0376409017713365,0.0333253364629196,-0.0253419253829014,-0.0515770680420551,-0.0570019723865878,0.0222364763737439,"ABCB"
"7","Abiomed Inc.",13053590998,379.3,261.27,379.3,261.27,-0.0552133091747652,45516200,0,236753,309531,330.05,301.6,1725,2.91,0,0,NA,NA,2022-04-28,98.1207417390781,1.39529560843873,19.3397163120567,1.36605890603086,1.09381616412353,-0.0552133091747652,-0.201520171506529,-0.206007751937984,-0.0628696533019637,-0.0272369581439521,-0.0661652176744488,-0.0858408772153513,"ABMD"
"8","Airbnb Inc",87439302720,215.49,129.71,215.49,129.71,-0.297958788816872,371167573,0,7344167,8397079,167.66,156.14,5597,-0.5716,0,0,NA,NA,2022-05-12,-248.383118448786,1.54443279934171,0.00297146016170257,0.00297146016170257,0.00297146016170257,-0.297958788816872,-0.128235930085891,-0.121428571428571,-0.195543731293648,-0.128445325166637,-0.155917417854027,0.0170988086895585,"ABNB"
"9","Allegiance Bancshares Inc",906545496,45.79,33.98,45.94,34.3,0.0533515084391181,20367232,0,64129,61773,40.78,43.08,598,4.01,0.497750928082557,0.011182901102731,NA,2022-02-25,2022-04-28,11.1160287950167,0.700401356321865,0.9813042510572,0.2532873804013,0.868229190713839,0.0533515084391181,0.0580186930105635,0.272284996412677,0.105692914970203,0.0471019436432842,0.0512939820446263,0.0201696080678431,"ABTX"
"10","Arbutus Biopharma Corp",432547452,6.5,2.38,6.5,2.38,-0.232189973614776,148641736,0,2177211,2599262,3.63,3,77,-0.8319,0,0,NA,NA,2022-05-04,-4.89384576471387,0.672727220461964,2.12097812097812,0.0777777777777777,0.25974025974026,-0.232189973614776,-0.251928020565553,-0.335616438356164,-0.297101449275362,-0.0791139240506329,-0.101851851851852,0.0355871886120998,"ABUS"
"11","Acadia Pharmaceuticals Inc",3736702879,30.16,15.68,30.16,15.68,-0.142751479289941,161203748,0,1752000,1410212,20.86,24.6,601,-1.05,0,0,NA,NA,2022-05-04,-22.2595036554477,0.739436352191897,1.63708759954494,-0.37062177572631,-0.345012715456344,-0.142751479289941,-0.00685518423307629,0.440646364201367,0.0413297394429468,-0.106743737957611,-0.116279069767442,-0.0357737104825291,"ACAD"
"12","Aurora Cannabis Inc",680830410,11.42,3.12,11.42,3.12,-0.700094607379376,214773000,0,5017651,4817196,5.91,3.98,2380,-1.61,0,0,NA,NA,2022-05-12,-2.1421453423925,1.64591761025935,2.51441241685144,2.51441241685144,-0.622672951483122,-0.700094607379376,-0.414048059149723,-0.521870286576169,-0.48202614379085,-0.293986636971047,-0.309368191721133,-0.0508982035928144,"ACB"
"13","Arch Capital Group Ltd",17333595187,49.15,36.21,49.15,36.21,0.215576820839979,379042099,0,2289761,2030378,43.26,46.5,4500,5.23,0,0,NA,NA,2022-04-27,8.28009639189263,0.91079724140258,5.08743111205772,0.442736941069575,0.490547588005215,0.215576820839979,0.0287964004499437,0.1743708269132,0.0529587842505179,-0.0178264604810998,-0.0350284870225787,-0.00630160799652335,"ACGL"
"14","Acadia Healthcare Company Inc",5842217615,68.65,50.07,68.65,50.07,0.087742799732083,89935616,0,549083,515336,59.24,55.65,35400,2.1,0,0,NA,NA,2022-04-28,30.6460913020169,1.14165160326845,6.21777777777778,0.521667837901148,2.31767109295199,0.087742799732083,0.0701812191103788,0.00463965357253326,0.106643952299829,0.254054054054054,0.227745227745228,0.044205111718373,"ACHC"
"15","ACI Worldwide Inc",3637162198,41.16,28.39,41.16,28.39,-0.223150651265667,115063657,0,468853,554142,32.55,33.25,3768,1.08,0,0,NA,NA,2022-05-05,28.4618024569023,1.23982657021239,-0.0294749769726743,0.442720219078047,0.24718879463405,-0.223150651265667,-0.089048991354467,-0.0137285491419656,-0.0447265034753703,-0.0628520604802846,-0.0711137231854246,-0.0149579308195701,"ACIW"
"16","Axcelis Technologies Inc",2107466063,77.6,33.36,77.6,33.36,0.592862528273436,33251279,0,516749,445437,59.78,65.14,1004,2.88,0,0,NA,NA,2022-05-03,21.3630619667511,2.48268183285046,1.71783876500858,3.26801346801347,2.32354483481909,0.592862528273436,-0.14994635193133,0.301170190925888,-0.0396969696969697,-0.0211583011583011,-0.110456140350877,0.0283952620477039,"ACLS"
"17","ACM Research Inc",1007717869,119.12,55.08,119.12,55.08,-0.38495961580441,17883192,0,703207,366598,90.49,78.43,543,1.73,0,0,NA,NA,2022-05-05,26.6895640331594,1.70724251178869,8.31404958677686,8.31404958677686,1.40503627827571,-0.38495961580441,-0.339157968804972,-0.474003547092318,-0.267611125552378,-0.300868486352357,-0.331395348837209,-0.261854859837569,"ACMR"
"18","Aclaris Therapeutics Inc",968758272,30.38,9.26,30.38,9.26,-0.372867909559699,61275033,0,417017,410770,14.68,13.1,59,-1.6,0,0,NA,NA,2022-05-05,-10.6615118222638,1.07788549614761,0.430769230769231,-0.492292870905588,14.2019230769231,-0.372867909559699,0.0873452544704265,-0.103741496598639,0.197727272727273,0.24390243902439,0.254761904761905,0,"ACRS"
"19","Acacia Research Corp",175059238,7.54,3.5,7.54,3.5,-0.447574334898279,49591852,0,212508,216957,5.22,4.06,20,0.29,0,0,NA,NA,2022-03-28,9.11197363939205,1.45773935092261,-0.70796035541142,-0.321153846153846,0.555066079295154,-0.447574334898279,-0.311890838206628,-0.488776249094859,-0.315891472868217,-0.149397590361446,-0.17906976744186,-0.0355191256830601,"ACTG"
"20","Adobe Inc",196677396541,699.54,415.43,699.54,415.43,-0.0628404231375197,472350729,0,3370926,3720411,581.59,479.19,22516,10.02,0,0,NA,NA,2022-03-22,40.7875148363791,1.50356630040002,9.12597276264592,2.4385993888843,0.460982456140351,-0.0628404231375197,-0.265721440411949,-0.368106352626946,-0.363771105508442,-0.121505580521974,-0.158862268191184,-0.0790701789308385,"ADBE"
"21","Analog Devices Inc.",77241313188,190.29,141.62,191.95,143.85,0.00407685133472157,523315130,0,4045216,4051983,169.38,158.42,15900,2.91,2.81182902783268,0.0190503321668881,NA,2022-02-24,2022-05-18,60.2515742741696,1.4202100705177,5.44175795399991,0.981753368376533,0.700603852628159,0.00407685133472157,-0.156168318122257,-0.123876502201587,-0.191406558152988,-0.0362553427104731,-0.0825733692679483,-0.058973541600255,"ADI"
"22","Adamis Pharmaceuticals Corp",93545162,1.48,0.5202,1.48,0.5202,-0.395865384615385,148886141,0,767086,801668,0.8268,0.6152,130,-0.584,0,0,NA,NA,2022-03-23,-1.71652093418469,0.241285726257617,10.4236363636364,-0.855563218390805,0.776866515837104,-0.395865384615385,0.0385123966942149,-0.412803738317757,-0.0734404955021384,0.0777015437392796,0.0283142389525368,-0.00269841269841275,"ADMP"
"23","Automatic Data Processing Inc.",87062782077,247.73,178.84,248.96,182.21,0.155417507248186,420045265,0,2034981,1891776,215.79,204.12,2020,6.46,3.91322530711481,0.0188798441989425,NA,2022-03-10,2022-04-27,31.7307318596654,0.883168313112595,6.4220890135035,1.20310158267876,0.658627069382738,0.155417507248186,-0.155231293490182,0.0418352626578939,-0.12008147535256,0.0221457515633991,0.0134431446025487,-0.00075255717578448,"ADP"
"24","Adaptive Biotechnologies Corp",1557420920,47.11,10.94,47.11,10.94,-0.734875873704507,141583720,0,1204207,1356934,26.9,14.62,622,-1.48,0,0,NA,NA,2022-05-04,-7.51364547300981,1.83196320467811,-0.727047146401985,-0.727047146401985,-0.377828054298643,-0.734875873704507,-0.607982893799002,-0.711361847284177,-0.588014981273408,-0.283854166666667,-0.339735894357743,-0.0939044481054366,"ADPT"
"25","Autodesk Inc.",42303087823,344.39,192.11,344.39,192.11,-0.282719779195106,219973417,0,1860775,2168490,272.18,225.38,11500,5.93,0,0,NA,NA,2022-05-26,32.0672284894406,1.58959118483333,3.75308947108255,1.23304691128658,0.414044117647059,-0.282719779195106,-0.316085209289093,-0.323875821819077,-0.285092936802974,-0.153304275084753,-0.193736374308234,-0.0739189059038813,"ADSK"
"26","Adtran Inc.",958286873,24.55,15.52,24.76,15.79,0.0850342027695901,49117728,0,330614,351132,19.99,19.94,1405,-0.1777,0.357742452039201,0.0183363635079037,NA,2022-02-16,2022-05-04,-110.977055388535,1.31181010766029,0.110624078512185,0.0366796495161985,2.24841824841825,0.0850342027695901,-0.14177627237936,0.0039365014022179,-0.0674308221044229,-0.0557453852036124,-0.0665429074485187,-0.0101471334348047,"ADTN"
"27","Addus HomeCare Corporation",1244886444,112.39,68.57,112.39,68.57,-0.264376470588235,15927411,0,61462,92353,85.8,77.75,20583,2.81,0,0,NA,NA,2022-05-02,27.5868998750166,1.31779223925902,8.20612485276796,1.29208211143695,0.284892322867006,-0.264376470588235,-0.16415356646348,-0.096729457991448,-0.149047359825803,0.0314067036157297,0.0229027614186625,-0.0441482206188089,"ADUS"
"28","Advanced Energy Industries Inc.",3144661130,121.81,77.7,122.36,77.79,-0.211532703730674,37669635,0,203074,197805,87.79,84.74,10000,3.55,0.399319427840199,0.00478341432487061,NA,2022-02-17,2022-05-04,22.9666391314827,1.64724877377229,3.44794919065227,0.298664932624367,0.925059206870072,-0.211532703730674,-0.0822117509438443,-0.0385246628559318,-0.0369462844907743,0.01844746541024,-0.0235572086930076,0.0139681768492652,"AEIS"
"29","American Electric Power Company Inc.",48118881221,98.15,78.28,98.15,80.22,0.220643361074841,503651677,0,3439293,3705617,85.76,89.59,2018,4.96,3.0007967029647,0.0314087994867563,NA,2022-02-09,2022-04-21,19.3396090272015,0.261980676955286,2.7600406150504,0.731013478134042,0.240537557618646,0.220643361074841,0.0832125858554251,0.0950996753901738,0.147438799861164,0.0900171135196806,0.0932600984094292,-0.00820097581231171,"AEP"
"30","Aerie Pharmaceuticals Inc",447140916,21.3,5.46,21.3,5.46,-0.557894736842105,48391874,0,1000249,1198404,9.96,7.29,365,-1.61,0,0,NA,NA,2022-05-04,-5.97702066247828,1.16451223768243,-0.129123468426013,-0.807700312174818,-0.31096196868009,-0.557894736842105,0.316239316239316,-0.444377630787733,0.0278086763070078,0.410687022900764,0.350877192982456,0.160804020100503,"AERI"
"31","Affirm Holdings Inc",6905414779,176.65,30.78,176.65,30.78,-0.612165388965691,223765871,0,8615840,13312318,100.49,47.91,916,-2.71,0,0,NA,NA,2022-05-09,-16.0247069176164,3.02143143438071,-0.682640888523241,-0.682640888523241,-0.682640888523241,-0.612165388965691,-0.693118536197295,-0.750525464834277,-0.73090338332752,-0.337056928034372,-0.474096796182686,-0.138470128419877,"AFRM"
"32","Agenus Inc",722602347,6.79,2.34,6.79,2.34,-0.151057401812689,257153860,0,3913992,4479430,3.93,2.67,359,-0.1054,0,0,NA,NA,2022-05-05,-29.937537664167,1.34324552885614,0.53551912568306,-0.318787878787879,0.0766283524904214,-0.151057401812689,-0.127329192546584,-0.567692307692308,-0.127329192546584,0.151639344262295,0.115079365079365,-0.0343642611683849,"AGEN"
"33","Agios Pharmaceuticals Inc",1568096279,62.16,26.61,62.16,26.61,-0.443690637720489,54637501,0,537583,629785,38.08,30.54,562,24.93,0,0,NA,NA,2022-04-28,0.979029134130619,0.914390203423316,-0.0824808184143223,-0.450612557427259,-0.195627802690583,-0.443690637720489,-0.126863401277761,-0.364763169544046,-0.0297498309668695,-0.0839451005426108,-0.0756843800322061,-0.0897557881382811,"AGIO"
"34","AGNC Investment Corp",6778464820,17.58,12.06,18.84,12.17,-0.137850870783905,522223792,0,9068864,10154145,14.9,13.7,50,1.22,1.37959497367781,0.106286207525255,2022-03-30,2022-02-25,2022-04-25,10.44447584,0.637905284156982,2.36749254118563,0.132852729145211,0.354171013646038,-0.137850870783905,-0.121768371482506,-0.14966097808641,-0.147185976531189,-0.0675019397109112,-0.0812375687479208,-0.00612557427258808,"AGNC"
"35","Agilysys, Inc",979181834,60.96,33.63,60.96,33.63,-0.338785046728972,24714332,0,64316,68168,45.95,39.39,1350,-0.8726,0,0,NA,NA,2022-05-17,-45.2884618583784,1.63760448866783,1.39890045350238,3.50739476678043,0.901151631477927,-0.338785046728972,-0.108861898335583,-0.223137254901961,-0.127504954855759,0.0112302194997447,-0.00527240773286474,-0.0298726738491676,"AGYS"
"36","Altra Industrial Motion Corp",2591954424,67.78,37.07,68.07,37.07,-0.369230014138494,65059097,0,444237,450611,52.22,44.92,9100,0.4235,0.299377277298824,0.00751448989203875,2022-03-16,2021-12-16,2022-04-28,93.5723618945848,1.50737601172135,2.30359215894391,0.110627906198776,1.27681862602225,-0.369230014138494,-0.227457824316463,-0.288076896272589,-0.249349964200927,-0.153061224489796,-0.175496688741722,-0.0297126156843643,"AIMC"
"37","Airgain Inc",81367159,24.48,7.93,24.48,7.93,-0.651685393258427,10095181,0,47473,55364,10.81,9.06,129,-0.6406,0,0,NA,NA,2022-05-05,-12.477711832541,1.03760228322922,0.00750000000000006,-0.359300476947536,0.234303215926493,-0.651685393258427,-0.241768579492004,-0.40952380952381,-0.202769535113749,-0.144373673036093,-0.147991543340381,-0.0347305389221556,"AIRG"
"38","Air T Inc",59380310,43.05,19.95,43.05,19.95,-0.236686390532544,2876953,0,15796,18215,27.98,24.44,478,0.3352,0,0,NA,NA,NA,61.3432953719008,0,3.19571890309597,0.476046426809122,0.315487571701721,-0.236686390532544,-0.179324055666004,-0.467819037845699,-0.236121391561806,-0.166397415185784,-0.220249338874197,-0.0911492734478203,"AIRT"
"39","Akamai Technologies Inc",17619322091,120.68,96.77,120.68,96.77,0.111635058944131,162479916,0,1757765,2107839,110.46,109.87,8368,3.93,0,0,NA,NA,2022-05-03,27.0383463482096,0.770029127434323,1.0414156626506,0.688570538772968,0.354653341661462,0.111635058944131,-0.0734791524265209,-0.0311802019119093,-0.0404388992124591,-0.024293683642253,-0.0389932647997164,-0.0365171035095513,"AKAM"
"40","Albireo Pharma Inc",622485021,38.38,20.3,38.38,20.3,-0.138993036957686,19361898,0,274961,300613,28.12,30.24,90,-1.77,0,0,NA,NA,2022-05-05,-18.2922427475757,0.812070682351037,-0.553472222222222,0.280876494023904,1.40104555638536,-0.138993036957686,0.380420781451267,0.0745320855614973,0.493265211333024,-0.00217256362507756,0.00973618090452266,0.214123867069486,"ALBO"
"41","Alico Inc.",259335845,39.05,27.28,39.05,28.54,0.163771065204362,7545413,0,66119,60740,35.01,33.65,251,5.47,1.6521747940636,0.0480702587740354,2022-03-24,2021-12-30,2022-05-04,6.3029735037064,0.385532268074181,-0.19795393077248,0.460092779826335,0.241435109099643,0.163771065204362,-0.0718336483931948,-0.0127421467472483,-0.0447072557221674,0.0546179809757592,0.0559139784946237,0.0299670362601139,"ALCO"
"42","Align Technology, Inc.",31570990581,737.45,400,737.45,400,-0.25309447468496,78795494,0,861756,706221,606.28,487,18070,9.69,0,0,NA,NA,2022-04-27,40.8940060891946,1.72503147210146,27.680744452398,2.80431067223699,1.22446147013102,-0.25309447468496,-0.390319242825405,-0.444031248699127,-0.400302340896845,-0.212983696719701,-0.247370200616124,-0.137379435067172,"ALGN"
"43","Allegiant Travel",2540211927,271.29,132.03,271.29,132.03,-0.447203500059123,18112028,0,298363,243929,182.81,168.43,3863,8.68,0,0,NA,NA,2022-05-04,16.9757142370254,1.59485654584552,4.96435421247135,-0.0719044124410469,0.367625548512921,-0.447203500059123,-0.250160393498717,-0.256835523526918,-0.243282615733247,-0.18695652173913,-0.220443555110889,-0.105833598979917,"ALGT"
"44","Alkermes plc",3948810510,33,18.43,33,18.43,0.255406797116375,161969258,0,1028142,1358219,26.43,24.36,2245,-0.2993,0,0,NA,NA,2022-04-27,-81.978253857045,0.675464988476421,0.823485415108452,-0.573925200978679,0.642857142857143,0.255406797116375,0.0481513327601031,-0.201179554390564,0.116811726981219,0.0508620689655173,0.035244161358811,0.0517687661777395,"ALKS"
"45","Allot Ltd",268554222,21.04,7.11,21.04,7.11,-0.523540489642185,35382638,0,292352,427388,12.26,8.54,676,-0.3548,0,0,NA,NA,2022-05-10,-21.1609977480104,1.5022200954717,-0.351836037574722,0.594537815126051,-0.122543352601156,-0.523540489642185,-0.361111111111111,-0.49433710859427,-0.349056603773585,-0.263106796116505,-0.270192307692308,-0.00784313725490204,"ALLT"
"46","Alnylam Pharmaceuticals Inc",18627818770,212,125,212,125,0.0897327707454292,120210498,0,930236,860211,174,149.78,1453,-7.2,0,0,NA,NA,2022-04-28,-21.8425123707588,0.503627528063012,6.2411214953271,2.05460279913266,0.664089347079038,0.0897327707454292,-0.0862129968156622,-0.182484832498022,-0.107630290814857,0.0278588485009288,0.0271775155773564,-0.0576502067623449,"ALNY"
"47","AlerisLife Inc",81546948,7.19,2.31,7.19,2.31,-0.631268436578171,32618779,0,19832,34855,3.47,2.74,19500,-0.9473,0,0,NA,NA,2022-05-04,-2.72504419381788,0,-0.932432432432432,-0.883720930232558,-0.155405405405405,-0.631268436578171,-0.152542372881356,-0.406175771971496,-0.196141479099678,-0.0942028985507246,-0.140893470790378,-0.015748031496063,"ALR"
"48","Alarm.com Holdings Inc",3225894754,95.83,60.7,95.83,60.7,-0.261348005502063,50060440,0,294740,294883,78.41,69.43,1404,1.01,0,0,NA,NA,2022-05-03,61.7289797661647,1.37570004771567,2.8175355450237,1.03666245259166,0.798994974874372,-0.261348005502063,-0.240183940573046,-0.190655614167295,-0.196508728179551,-0.0802169568940908,-0.0899590453325803,-0.0151306740027511,"ALRM"
"49","Alto Ingredients Inc",446260843,7.05,4.39,7.05,4.39,0.035472972972973,72799485,0,4555777,2651550,5.23,5.52,370,-0.1645,0,0,NA,NA,2022-05-11,-38.7244744055883,1.36790154905595,-0.973445960580464,-0.15448275862069,20.6378397458525,0.035472972972973,0.274428274428274,0.338427947598253,0.238383838383838,0.0849557522123894,0.0830388692579505,0.0754385964912281,"ALTO"
"50","Altair Engineering Inc",3148550942,82.96,56.71,82.96,56.71,0.00692726373082619,51573316,0,183028,246871,70.51,61.94,3050,-0.1154,0,0,NA,NA,2022-05-05,-358.033993836707,1.41459598227355,0.682745314222712,0.927387529597474,1.3212927756654,0.00692726373082619,-0.210424211070874,-0.173883626522328,-0.164271047227926,0.00775833608451637,-0.0247603833865815,-0.0620679059763406,"ALTR"
"51","Applied Materials Inc.",109222913166,167.06,111.56,167.06,112.14,0.0874354763950687,883394639,0,7678956,8113693,141.19,133.39,2021,7.18,1.19878879404249,0.00969580066355943,2022-05-25,2022-02-22,2022-05-19,16.6752539184672,1.96227241037384,7.43970566151074,2.42999497873592,1.78878621034991,0.0874354763950687,-0.214285714285714,-0.095004739440563,-0.190466836901722,-0.066797494150502,-0.115403877799242,-0.0167011293144583,"AMAT"
"52","Ambarella Inc",3161914895,227.59,82.59,227.59,82.59,-0.248989277553173,37003100,0,884735,1145952,160.22,126.06,786,-0.8096,0,0,NA,NA,2022-05-31,-106.436694886727,2.52908845795726,13.1006600660066,0.618371212121212,1.16713162566574,-0.248989277553173,-0.5788358223668,-0.423880798274002,-0.588807083393484,-0.390817708704641,-0.424772803769775,-0.0237632811607449,"AMBA"
"53","AMC Networks Inc",1184559684,83.63,32.96,83.63,32.96,-0.51036500063589,30767784,0,677410,634543,42.09,40.49,2180,5.77,0,0,NA,NA,2022-05-06,4.72696964037734,1.09167090154304,0.0848126232741617,-0.337235324496471,0.519037285460643,-0.51036500063589,0.117886178861789,-0.160488443087658,-0.0145891988738163,-0.112084870848708,-0.104234527687296,-0.0796079368874013,"AMCX"
"54","Advanced Micro Devices Inc.",125075353880,164.46,72.5,164.46,72.5,0.28673658235657,1199303422,0,103511961,118851758,124.47,115.18,12600,2.57,0,0,NA,NA,2022-04-26,39.5557728906958,2.03244883250574,4.12481572481572,6.49748382458663,1.6734170725455,0.28673658235657,-0.275260597637248,-0.00865019011406842,-0.247275351858535,-0.0785474465453261,-0.170787946251093,-0.0380038741813485,"AMD"
"55","Amedisys Inc.",4875930535,292.97,122.12,292.97,122.12,-0.437063462260608,32525719,0,271385,350331,157.06,143.78,2020,6.34,0,0,NA,NA,2022-04-27,23.3217768772959,1.26161781662318,3.5606936416185,1.98387738853503,-0.028199144301828,-0.437063462260608,-0.073943661971831,-0.168321775312067,-0.06754991602911,0.076862294375404,0.0697923356882895,-0.0538971284316818,"AMED"
"56","AMGEN Inc.",128903401673,252.88,196.95,261,198.64,0.0253365890812966,563265902,0,3286352,3311463,215.89,226.12,24300,10.28,7.13279457070173,0.0311679902586923,2022-05-16,2022-02-14,2022-04-26,21.8739863690311,0.51885203166047,3.42618226548584,0.470473899329243,0.34239565271459,0.0253365890812966,0.0259686403729979,0.0888892378155983,0.0944670708168258,0.0114470078670557,0.00870656798664648,-0.0174316259499377,"AMGN"
"57","AMKOR Technology Inc.",5092853195,29.37,17.9,29.5,18.04,-0.0719154114642072,244613506,0,748721,1188320,23.68,21.9,2020,2.62,0.179490805343979,0.00862107614524397,NA,2022-02-28,2022-04-25,7.92051756999665,2.15182938242874,1.25581017389891,0.934746447853844,1.85879057505355,-0.0719154114642072,-0.15834579779278,-0.247013551586082,-0.107969151670951,-0.00169261530642084,-0.0597310162311563,-0.013737565135007,"AMKR"
"58","American National Bankshares Inc.",404525662,39.75,28.35,40.34,29,0.0600018076236528,10778728,0,16367,25010,36.27,37.86,342,3.75,1.08791898771711,0.0289879826196937,NA,2022-03-03,NA,9.85998639530066,0.683203149186284,1.65364708544277,0.199911757089007,0.837931017595753,0.0600018076236528,0.00328547254398237,0.202761255255871,0.0173240555258884,-0.00174754027721257,0.00890893743312926,0.00026652452025577,"AMNB"
"59","Amphastar Pharmaceuticals Inc",1641225673,34.96,16.91,34.96,16.91,0.771694214876033,47849145,0,534782,467891,22.19,27.01,1980,0.719,0,0,NA,NA,2022-05-05,45.4847344594407,0.0535491346827841,2.92,1.34610123119015,1.47296322999279,0.771694214876033,0.472735079433233,0.92372406057207,0.596091205211726,0.263817243920413,0.303191489361702,0.198044009779951,"AMPH"
"60","American Superconductor Corp.",236483894,27.18,7.04,27.18,7.04,-0.679398148148148,28457749,0,367025,245847,12.25,8.2,225,-0.8071,0,0,NA,NA,2022-06-01,-10.8593421586995,1.37112614058979,-0.915290519877676,0.380398671096346,0.596541786743516,-0.679398148148148,-0.236213235294118,-0.391208791208791,-0.261989342806394,0.0778210116731519,0.0413533834586466,0.0479192938209332,"AMSC"
"61","Amerisafe Inc",910304179,61.53,43.77,67.1,44.06,-0.207669476313514,19364054,0,128408,123776,52.56,50.2,394,3.39,1.1337780354797,0.0241178054771261,NA,2022-03-10,2022-04-27,13.8436671716649,0.625909773643174,3.65413288187947,0.00160435669131797,0.0266321616929275,-0.207669476313514,-0.120900903596434,-0.0982194582027309,-0.0939700148595857,-0.103411841219406,-0.107302233548421,0.00985798402185977,"AMSF"
"62","American Woodmark Corp.",966564206,106.71,44.01,106.71,44.01,-0.451579541180895,16570619,0,152505,146964,64.61,56.19,10000,-2.48,0,0,NA,NA,2022-05-24,-23.3362516301697,1.29958986185391,0.455760649289715,-0.323317865429234,0.0935508061492312,-0.451579541180895,-0.105368098159509,-0.112851711026616,-0.103718500307314,0.0964285714285713,0.0921175809773451,-0.00833049982998979,"AMWD"
"63","Amazon.com Inc.",1480986566861,3773.08,2671.45,3773.08,2671.45,-0.0579383652318021,508844410,0,4384997,3566799,3293.89,2988.42,1298000,64.78,0,0,NA,NA,2022-04-28,44.3887593472275,1.24605598044764,72.7579827673593,2.4142247143561,0.735937397486595,-0.0579383652318021,-0.127116610783544,-0.161036565152847,-0.154968875571969,-0.0506805572317157,-0.0847717188615346,-0.00079991211266072,"AMZN"
"64","AnaptysBio Inc",792261614,37.89,19.4,37.89,19.4,0.340983606557377,27672428,0,193657,154349,30.67,30.76,94,-2.11,0,0,NA,NA,2022-05-04,-13.7078969762613,1.26057179127142,0.684117647058823,0.234051724137931,1.11291512915129,0.340983606557377,-0.176115107913669,0.109259976753197,-0.0456666666666667,-0.0453484494831611,-0.05946123521682,-0.0535537190082645,"ANAB"
"65","American National Group Inc",5080336440,193.38,100.82,195.89,102.69,0.854239776411754,26887200,0,105835,93879,188.26,188.63,4600,31.92,3.25887149424168,0.0172472690883391,NA,2022-03-03,2022-05-02,5.92029622827523,0.127756505415142,1.81755037890423,1.81755037890423,1.81755037890423,0.854239776411754,0.0049243687378373,0.00155202133817322,0.00684408863425134,0.00221766183865956,-0.00021112239331322,-0.0002645502645503,"ANAT"
"66","Andersons Inc.",1492062620,50.4,24.94,50.4,25.2,0.476007316154715,33987759,0,463699,445616,35.82,40.83,2229,3.07,0.699632742060976,0.0159369645116396,2022-03-31,2021-12-31,2022-05-03,14.3486875165888,0.954632517376919,0.949482210419738,0.315438574412173,2.19003604232066,0.476007316154715,0.134073882717644,0.500454579633465,0.261969304537053,0.14025974025974,0.163530347203817,-0.0907207953603977,"ANDE"
